source_file,field,source_value,bulgarian_display,technical_only,unexpected_ascii_words,forbidden_tokens,user_mode_pass
models/model_registry.json,role,Комбинира позитивни и негативни статистически сигнали.,Комбинира позитивни и негативни статистически сигнали.,False,,,True
models/model_registry.json,category,Интервален анализ,Интервален анализ,False,,,True
models/model_registry.json,label,Интервален ритъм,Интервален ритъм,False,,,True
models/model_registry.json,role,"Следи ритъм на поява, интервали и закъснели числа.","Следи ритъм на поява, интервали и закъснели числа.",False,,,True
models/model_registry.json,category,Ансамбъл,Ансамбъл,False,,,True
models/model_registry.json,label,Финална ансамблова основа за фиш,Финална ансамблова основа за фиш,False,,,True
models/model_registry.json,role,Обединява по-ранни сигнали във финален ансамблов фиш.,Обединява по-ранни сигнали във финален ансамблов фиш.,False,,,True
models/model_registry.json,category,ML модел,ML модел,False,,,True
models/model_registry.json,label,Прогнозно табло Pro,Прогнозно табло Pro,False,,,True
models/model_registry.json,role,Тренира прогнозен модел с признаци и историческа проверка.,Тренира прогнозен модел с признаци и историческа проверка.,False,,,True
models/model_registry.json,category,Групова статистика,Групова статистика,False,,,True
models/model_registry.json,label,Анализ на двойки и групи,Анализ на двойки и групи,False,,,True
models/model_registry.json,role,"Анализира двойки, групи и съвместни появи.","Анализира двойки, групи и съвместни появи.",False,,,True
models/model_registry.json,category,Портфолио,Портфолио,False,,,True
models/model_registry.json,label,Интелигентна оценка на портфейл от фишове,Интелигентна оценка на портфейл от фишове,False,,,True
models/model_registry.json,role,Оценява фишове и портфолио чрез покритие и групова логика.,Оценява фишове и портфолио чрез покритие и групова логика.,False,,,True
models/model_registry.json,category,Профилиране,Профилиране,False,,,True
models/model_registry.json,label,Профил на число,Профил на число,False,,,True
models/model_registry.json,role,"Профилира всяко число по честота, интервали, двойки и стабилност.","Профилира всяко число по честота, интервали, двойки и стабилност.",False,,,True
models/model_registry.json,category,Сходства,Сходства,False,,,True
models/model_registry.json,label,Подобни исторически тиражи,Подобни исторически тиражи,False,,,True
models/model_registry.json,role,Търси сходни исторически тиражи и модели на близост.,Търси сходни исторически тиражи и модели на близост.,False,,,True
models/model_registry.json,category,Горещи/студени числа,Горещи/студени числа,False,,,True
models/model_registry.json,label,"Горещи, студени и стабилни числа","Горещи, студени и стабилни числа",False,,,True
models/model_registry.json,role,"Открива горещи, студени и стабилни числа.","Открива горещи, студени и стабилни числа.",False,,,True
models/model_registry.json,category,Умен ансамбъл,Умен ансамбъл,False,,,True
models/model_registry.json,label,Умна обединена оценка 2,Умна обединена оценка 2,False,,,True
models/model_registry.json,role,Обединява активни сигнали в интелигентна оценка.,Обединява активни сигнали в интелигентна оценка.,False,,,True
models/model_registry.json,category,Генератор,Генератор,False,,,True
models/model_registry.json,label,Умен генератор на фишове 2,Умен генератор на фишове 2,False,,,True
models/model_registry.json,role,Генерира кандидат комбинации по различни стратегии.,Генерира кандидат комбинации по различни стратегии.,False,,,True
models/model_registry.json,category,Проверка след тираж,Проверка след тираж,False,,,True
models/model_registry.json,label,Анализ на нов тираж,Анализ на нов тираж,False,,,True
models/model_registry.json,role,Проверява сигналите срещу последния реален тираж.,Проверява сигналите срещу последния реален тираж.,False,,,True
models/model_registry.json,category,История на представянето,История на представянето,False,,,True
models/model_registry.json,label,История на моделите,История на моделите,False,,,True
models/model_registry.json,role,Събира история на представянето на моделите.,Събира история на представянето на моделите.,False,,,True
models/model_registry.json,category,Надеждност,Надеждност,False,,,True
models/model_registry.json,label,Надеждност на моделите,Надеждност на моделите,False,,,True
models/model_registry.json,role,Изчислява оценка за надеждност на следените модели.,Изчислява оценка за надеждност на следените модели.,False,,,True
models/model_registry.json,category,Адаптивно тегло,Адаптивно тегло,False,,,True
models/model_registry.json,label,Умно тегло на моделите,Умно тегло на моделите,False,,,True
models/model_registry.json,role,Превръща надеждността в адаптивни тегла.,Превръща надеждността в адаптивни тегла.,False,,,True
models/model_registry.json,category,Претеглен ансамбъл,Претеглен ансамбъл,False,,,True
models/model_registry.json,label,Претеглен ансамблов анализ,Претеглен ансамблов анализ,False,,,True
models/model_registry.json,role,Обединява активните сигнали според адаптивните тегла.,Обединява активните сигнали според адаптивните тегла.,False,,,True
models/model_registry.json,category,Генератор с тегла,Генератор с тегла,False,,,True
models/model_registry.json,label,Умен генератор с тегла,Умен генератор с тегла,False,,,True
models/model_registry.json,role,Строи фишове върху претеглените оценки от Step 66.,Строи фишове върху претеглените оценки от Етап 66.,False,,,True
models/model_registry.json,category,Оптимизатор на портфейл,Оптимизатор на портфейл,False,,,True
models/model_registry.json,label,Умен оптимизатор на портфейл,Умен оптимизатор на портфейл,False,,,True
models/model_registry.json,role,"Оценява портфейл, покритие, повторения и концентрация.","Оценява портфейл, покритие, повторения и концентрация.",False,,,True
models/model_registry.json,category,Предложения за подобрение,Предложения за подобрение,False,,,True
models/model_registry.json,label,Подобряване на портфолио,Подобряване на портфолио,False,,,True
models/model_registry.json,role,Предлага подобрения без да презаписва основния пакет.,Предлага подобрения без да презаписва основния пакет.,False,,,True
models/model_registry.json,category,Приложен портфейл,Приложен портфейл,False,,,True
models/model_registry.json,label,Приложен подобрен портфейл,Приложен подобрен портфейл,False,,,True
models/model_registry.json,role,Фиксира подобрения пакет като отделна статистическа референция.,Фиксира подобрения пакет като отделна статистическа референция.,False,,,True
models/model_registry.json,category,Пакет за игра,Пакет за игра,False,,,True
models/model_registry.json,label,Пакет за игра,Пакет за игра,False,,,True
models/model_registry.json,role,Подготвя пакет за печат и експорт за игра с физически фишове.,Подготвя пакет за печат и експорт за игра с физически фишове.,False,,,True
models/model_registry.json,category,Представяне след тираж,Представяне след тираж,False,,,True
models/model_registry.json,label,Представяне на пакета,Представяне на пакета,False,,,True
models/model_registry.json,role,Проверява активния пакет срещу реални тиражи преди обновяване на данните.,Проверява активния пакет срещу реални тиражи преди обновяване на данните.,False,,,True
models/model_registry.json,category,Невронен мета-обучител,Невронен мета-обучител,False,,,True
models/model_registry.json,label,Невронен мета-обучител,Невронен мета-обучител,False,,,True
models/model_registry.json,role,Тренира лек невронен мета-обучител върху исторически признаци и изгражда статистически кандидат фишове.,Тренира лек невронен мета-обучител върху исторически признаци и изгражда статистически кандидат фишове.,False,,,True
models/model_registry.json,category,Обяснимост и валидация,Обяснимост и валидация,False,,,True
models/model_registry.json,label,Обяснимост и валидация,Обяснимост и валидация,False,,,True
models/model_registry.json,role,Обяснява Neural Meta Learner сигналите и валидира структурата на кандидат комбинациите преди финалния контрол на синхрона.,Обяснява невронния мета модел сигналите и валидира структурата на кандидат комбинациите преди финалния контрол на синхрона.,False,,,True
models/model_registry.json,category,Решение и препоръка,Решение и препоръка,False,,,True
models/model_registry.json,label,Решение и препоръка,Решение и препоръка,False,,,True
models/model_registry.json,role,Обединява обяснимостта и валидацията в практическа статистическа препоръка за кандидат комбинациите.,Обединява обяснимостта и валидацията в практическа статистическа препоръка за кандидат комбинациите.,False,,,True
models/model_registry.json,category,Финален план,Финален план,False,,,True
models/model_registry.json,label,Финален план,Финален план,False,,,True
models/model_registry.json,role,"Превръща decision препоръките във финален дисциплиниран план за основни комбинации, резерви и действия.","Превръща решение препоръките във финален дисциплиниран план за основни комбинации, резерви и действия.",False,,,True
models/model_registry.json,category,Експорт и изпълнение,Експорт и изпълнение,False,,,True
models/model_registry.json,label,Експорт и изпълнение,Експорт и изпълнение,False,,,True
models/model_registry.json,role,"Подготвя финалния пакет за копиране, печат, checklist и дисциплинирано изпълнение.","Подготвя финалния пакет за копиране, печат, контролен списък и дисциплинирано изпълнение.",False,,,True
models/model_registry.json,category,Финален системен одит,Финален системен одит,False,,,True
models/model_registry.json,label,Финален системен одит,Финален системен одит,False,,,True
models/model_registry.json,role,"Проверява dataset синхрон, Step 76–79 артефакти, sync планове, compile, JSON/CSV parse и кирилица преди финалния sync контрол.","Проверява синхронизацията на данните, артефактите от етапи 76–79, плановете за синхронизация, компилацията, прочитането на JSON/CSV и кирилицата преди финалната проверка.",False,,,True
models/model_registry.json,category,Финален UX контрол,Финален UX контрол,False,,,True
models/model_registry.json,label,Финален UX контрол,Финален UX контрол,False,,,True
models/model_registry.json,role,"Проверява финалната навигационна структура, групите, повторенията и видимостта на финалните UX labels.","Проверява финалната навигационна структура, групите, повторенията и видимостта на финалните UX етикети.",False,,,True
models/model_registry.json,category,Финален пакет за предаване,Финален пакет за предаване,False,,,True
models/model_registry.json,label,Финален пакет за предаване,Финален пакет за предаване,False,,,True
models/model_registry.json,role,Финален пакет за предаване readiness и clean ZIP контролен слой след Step 81.,Финален контролен слой за готовността на пакета за предаване и чистия ZIP архив след етап 81.,False,,,True
models/model_registry.json,category,Помощ и ръководство,Помощ и ръководство,False,,,True
models/model_registry.json,label,Ръководство за апа,Ръководство за апа,False,,,True
models/model_registry.json,role,"Финално потребителско ръководство, безопасен работен процес и център с ръководство върху пакета за предаване.","Финално потребителско ръководство, безопасен работен процес и център с ръководство върху пакета за предаване.",False,,,True
models/model_registry.json,status,Има нужда от преглед,Има нужда от преглед,False,,,True
models/v100/v100_final_release_lock_model.json,status,V1_LOCKED_WAITING_NEXT_DRAW,Версия 1 е заключена и очаква следващия тираж,False,,,True
models/v100/v100_final_release_lock_model.json,status,OK,Изрядно,False,,,True
models/v101/v101_real_use_protocol_model.json,status,WAITING_NEXT_REAL_DRAW,Очаква следващия реален тираж,False,,,True
models/v102/v102_runtime_hardening_model.json,status,RUNTIME_HARDENED,Работната среда е защитена,False,,,True
models/v102/v102_runtime_hardening_model.json,check,fast_refresh_mode,Режим за бързо обновяване,False,,,True
models/v102/v102_runtime_hardening_model.json,check,timeout_guard,Време за изчакване защита,False,,,True
models/v102/v102_runtime_hardening_model.json,check,heavy_scripts_excluded_from_default,Тежките скриптове са изключени от стандартния режим,False,,,True
models/v102/v102_runtime_hardening_model.json,check,user_facing_shortcut_label,Потребителско наименование за бърз достъп,False,,,True
models/v102/v102_runtime_hardening_model.json,check,step102_page_wired,Страницата за етап 102 е свързана,False,,,True
models/v103/v103_clean_release_checkpoint_model.json,status,WAITING_FOR_CLEAN_GIT_STATUS,Очаква чисто Git състояние,False,,,True
models/v103/v103_clean_release_checkpoint_model.json,check,git_available,Git е наличен,False,,,True
models/v103/v103_clean_release_checkpoint_model.json,check,working_tree_clean_before_zip,Работното дърво е чисто преди ZIP архива,False,,,True
models/v103/v103_clean_release_checkpoint_model.json,check,forbidden_tracked_files,Забранени проследявани файлове,False,,,True
models/v103/v103_clean_release_checkpoint_model.json,check,tracked_zip_strategy,Проследени zip стратегия,False,,,True
models/v103_1/v103_1_clean_zip_metadata_finalizer_model.json,status,METADATA_FINALIZED,Метаданните са финализирани,False,,,True
models/v103_1/v103_1_clean_zip_metadata_finalizer_model.json,check,zip_metadata_injected_inside_archive,Метаданните са добавени в ZIP архива,False,,,True
models/v103_1/v103_1_clean_zip_metadata_finalizer_model.json,check,clean_zip_status_created,Чист zip статус създадено,False,,,True
models/v103_1/v103_1_clean_zip_metadata_finalizer_model.json,check,ui_no_disk_write_on_render,Интерфейсът не записва на диска при визуализиране,False,,,True
models/v103_1/v103_1_clean_zip_metadata_finalizer_model.json,check,create_script_reports_clean_tree_state,Скриптът за създаване отчита чисто работно дърво,False,,,True
models/v104/v104_final_audit_refresh_model.json,status,FINAL_AUDIT_REFRESHED,Финалната проверка е обновена,False,,,True
models/v104/v104_final_audit_refresh_model.json,status,EVALUATED,Оценено,False,,,True
models/v104/v104_final_audit_refresh_model.json,status,READY,Готово,False,,,True
models/v104/v104_final_audit_refresh_model.json,status,HAS_HISTORY,Има история,False,,,True
models/v104/v104_final_audit_refresh_model.json,status,READY_WAITING_NEXT_DRAW,Готово — очаква следващия тираж,False,,,True
models/v104/v104_final_audit_refresh_model.json,status,CHECK_REQUIRED,Необходима е проверка,False,,,True
models/v104/v104_final_audit_refresh_model.json,status,POST_DRAW_DATASETS_SYNCED,Данните след тиража са синхронизирани,False,,,True
models/v104/v104_final_audit_refresh_model.json,check,dataset_present,Данни наличен,False,,,True
models/v104/v104_final_audit_refresh_model.json,check,dataset_rows_synced,Редовете в данните са синхронизирани,False,,,True
models/v104/v104_final_audit_refresh_model.json,check,dataset_numbers_valid,Данни числа валиден,False,,,True
models/v104/v104_final_audit_refresh_model.json,check,runtime_hardening_active,Защитата на работната среда е активна,False,,,True
models/v104/v104_final_audit_refresh_model.json,check,final_audit_current,Краен проверка текущ,False,,,True
models/v104/v104_final_audit_refresh_model.json,check,post_draw_status_sync_active,Синхронизацията на състоянията след тиража е активна,False,,,True
models/v104/v104_final_audit_refresh_model.json,check,active_text_encoding,Активно текстово кодиране,False,,,True
models/v104/v104_final_audit_refresh_model.json,check,old_audit_superseded,Старата проверка е заменена,False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,status,NAVIGATION_PERSISTENT,Навигацията се запазва,False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,check,sidebar shortcut stores pending navigation group,Бързият достъп в страничното меню запазва предстоящата навигационна група.,False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,details,Shortcut does not render the page directly after sidebar widgets are already created.,"Бързият достъп не визуализира страницата директно, след като елементите в страничното меню вече са създадени.",False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,check,sidebar shortcut stores pending add-draw page,Бързият достъп в страничното меню запазва предстоящото отваряне на страницата за добавяне на тираж.,False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,details,Next rerun opens the add-draw page through normal navigation state.,При следващото обновяване страницата за добавяне на тираж се отваря чрез нормалното състояние на навигацията.,False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,check,navigation group selectbox has stable key,Полето за избор на навигационна група има постоянен ключ.,False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,details,The selected main section persists across Streamlit reruns.,Избраният главен раздел се запазва при повторно изпълнение на приложението.,False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,check,page radio has stable key,Изборът на страница използва постоянен вътрешен ключ,False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,details,The selected page persists while the user types in draw input fields.,"Избраната страница се запазва, докато потребителят въвежда данни за тиража.",False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,check,choice is mirrored in session state,Изборът се запазва в текущата потребителска сесия,False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,details,Other app layers can still read the current selected page.,Останалите слоеве на приложението могат да прочетат текущо избраната страница.,False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,check,Step 105 marker present,Маркерът за етап 105 е наличен,False,,,True
models/v105/v105_add_draw_navigation_fix_model.json,details,Patch is auditable in streamlit_app.py.,Промяната може да бъде проверена в основния файл на приложението.,False,,,True
models/v106/v106_post_draw_status_sync_model.json,status,POST_DRAW_SYNCED,Синхронизирано след тиража,False,,,True
models/v106/v106_post_draw_status_sync_model.json,check,datasets_synced_after_draw,Данните са синхронизирани след тиража,False,,,True
models/v106/v106_post_draw_status_sync_model.json,check,lifecycle_ready,Жизнен цикъл готов,False,,,True
models/v106/v106_post_draw_status_sync_model.json,check,history_available,Историята е налична,False,,,True
models/v106/v106_post_draw_status_sync_model.json,check,dashboard_ready,Табло готов,False,,,True
models/v106/v106_post_draw_status_sync_model.json,check,release_lock_ready,Издание заключване готов,False,,,True
models/v106/v106_post_draw_status_sync_model.json,check,real_use_protocol_ready,Реален употреба протокол готов,False,,,True
models/v106/v106_post_draw_status_sync_model.json,check,explainability_refreshed,Обяснимостта е обновена,False,,,True
models/v106_1/v106_1_post_draw_dataset_sync_model.json,check,derived_datasets_match_historical,Производните данни съвпадат с историческите,False,,,True
models/v106_1/v106_1_post_draw_dataset_sync_model.json,check,latest_draw_propagated,Последният тираж е разпространен,False,,,True
models/v106_1/v106_1_post_draw_dataset_sync_model.json,check,v76_refreshed_to_current_dataset,v76 е обновен към текущите данни,False,,,True
models/v106_1/v106_1_post_draw_dataset_sync_model.json,check,v106_post_draw_synced,v106 е синхронизиран след тиража,False,,,True
models/v106_1/v106_1_post_draw_dataset_sync_model.json,check,final_controls_ready,Краен контроли готов,False,,,True
models/v107/v107_model_training_policy_refresh_control_model.json,status,TRAINING_POLICY_READY,Обучаващи правило готов,False,,,True
models/v107/v107_model_training_policy_refresh_control_model.json,check,datasets_synced,Наборите от данни са синхронизирани,False,,,True
models/v107/v107_model_training_policy_refresh_control_model.json,check,latest_draw_valid,Последен тираж валиден,False,,,True
models/v107/v107_model_training_policy_refresh_control_model.json,check,post_draw_sync_active,Синхронизацията след тиража е активна,False,,,True
models/v107/v107_model_training_policy_refresh_control_model.json,check,heavy_labs_not_default,Тежките лаборатории не са в стандартния режим,False,,,True
models/v107/v107_model_training_policy_refresh_control_model.json,check,step107_page_wired,Страницата за етап 107 е свързана,False,,,True
models/v107/v107_model_training_policy_refresh_control_model.json,check,step107_refresh_chain_wired,Веригата за обновяване на етап 107 е свързана,False,,,True
models/v108/v108_user_menu_live_status_sync_model.json,status,USER_MENU_LIVE_STATUS_SYNCED,Актуалното състояние в потребителското меню е синхронизирано,False,,,True
models/v109/v109_sqlite_played_tickets_journal_model.json,status,SQLITE_JOURNAL_READY,SQLITE дневник готов,False,,,True
models/v109/v109_sqlite_played_tickets_journal_model.json,note,Автоматичен sync от последния dataset тираж.,Автоматичен синхронизация от последния данните тираж.,False,,,True
models/v109_1/v109_1_journal_ui_bulgarian_polish_model.json,status,JOURNAL_UI_POLISHED,Интерфейсът на дневника е подобрен,False,,,True
models/v109_2/v109_2_ticket_pack_4line_journal_model.json,status,TICKET_PACK_READY,Фиш пакет готов,False,,,True
models/v109_3/v109_3_ticket_pack_source_clarity_model.json,status,TICKET_SOURCE_CLARIFIED,Източникът на фиша е изяснен,False,,,True
models/v109_3/v109_3_ticket_pack_source_clarity_model.json,check,dataset_context_available,Контекстът на данните е наличен,False,,,True
models/v109_3/v109_3_ticket_pack_source_clarity_model.json,check,latest_draw_available,Последният тираж е наличен,False,,,True
models/v109_3/v109_3_ticket_pack_source_clarity_model.json,check,step107_policy_available,Правилото за етап 107 е налично,False,,,True
models/v109_4/v109_4_ticket_pack_source_alignment_model.json,status,TICKET_PACK_SOURCES_ALIGNED,Източниците на пакета с фишове са съгласувани,False,,,True
models/v109_4/v109_4_ticket_pack_source_alignment_model.json,check,final_plan_only_has_two_tickets,Финалният план съдържа само два фиша,False,,,True
models/v109_4/v109_4_ticket_pack_source_alignment_model.json,check,final_plan_tickets_have_four_lines,Фишовете във финалния план съдържат по четири комбинации,False,,,True
models/v109_4/v109_4_ticket_pack_source_alignment_model.json,check,extended_has_three_tickets,Разширеният план съдържа три фиша,False,,,True
models/v109_4/v109_4_ticket_pack_source_alignment_model.json,check,extended_tickets_have_four_lines,Фишовете в разширения план съдържат по четири комбинации,False,,,True
models/v109_4/v109_4_ticket_pack_source_alignment_model.json,check,third_ticket_is_marked_supplementary,Третият фиш е отбелязан като допълнителен,False,,,True
models/v109_4/v109_4_ticket_pack_source_alignment_model.json,check,extended_lines_are_unique,Комбинациите в разширения план са уникални,False,,,True
models/v110/v110_user_friendly_ui_polish_model.json,status,USER_FRIENDLY_UI_POLISHED,Потребителският интерфейс е подобрен,False,,,True
models/v111/v111_prize_winner_history_model.json,status,PRIZE_WINNER_IMPORT_READY,Импортът на печалби и печеливши е готов,False,,,True
models/v111_10/full_historical_draws_view_status.json,status,FULL_HISTORICAL_DRAWS_VIEW_READY,Пълният изглед на историческите тиражи е готов,False,,,True
models/v111_11/data_reality_center_status.json,status,DATA_REALITY_CENTER_READY,Центърът за реалното състояние на данните е готов,False,,,True
models/v111_8/v111_8_verified_2026_prize_history_model.json,status,VERIFIED_2026_PRIZE_HISTORY_IMPORTED,ПОТВЪРДЕНО 2026 печалба история импортирано,False,,,True
models/v111_8/v111_8_verified_2026_prize_history_model.json,note,Проверен ръчен импорт от официална визуална таблица за 2026. Джакпотът е спечелен. Източник: официален екран/скрийншот. Проверка по числа: да.,Проверен ръчен импорт от официална визуална таблица за 2026. Джакпотът е спечелен. Източник: официален екран/скрийншот. Проверка по числа: да.,False,,,True
models/v111_8/v111_8_verified_2026_prize_history_model.json,note,Проверен ръчен импорт от официална визуална таблица за 2026. Източник: официален екран/скрийншот. Проверка по числа: да.,Проверен ръчен импорт от официална визуална таблица за 2026. Източник: официален екран/скрийншот. Проверка по числа: да.,False,,,True
models/v111_9/status.json,status,OFFICIAL_ONLY_PRIZE_SOURCE_READY,Официалният източник на печалби е готов,False,,,True
models/v111_9/status.json,label,main_prize_winner_history,Основна история на печалбите и печелившите,False,,,True
models/v111_9/status.json,label,export_prize_winner_history,Изнесена история на печалбите и печелившите,False,,,True
models/v112/prize_statistics_model.json,status,PRIZE_STATISTICS_READY,Статистиката на печалбите е готова,False,,,True
models/v113/jackpot_cycle_model.json,status,JACKPOT_CYCLE_READY,Анализът на цикъла на джакпота е готов,False,,,True
models/v114/ticket_value_model.json,status,TICKET_VALUE_READY,Фиш стойност готов,False,,,True
models/v116_1/real_ticket_pack_ui_polish_status.json,status,REAL_TICKET_PACK_UI_POLISH_READY,Интерфейсът на реалния пакет с фишове е готов,False,,,True
models/v117/real_ticket_pack_builder_status.json,status,Пакетът е готов,Пакетът е готов,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,check,v117_total_lines_is_12,V117 общо комбинации е 12,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,details,v117 total_lines=12,v117 total_lines=12,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,check,v117_total_price_is_10_80,V117 общо цена е 10 80,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,details,v117 total_price_eur=10.8,v117 total_price_eur=10.8,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,check,v96_add_draw_snapshot_uses_12_lines,Моментното състояние на v96 използва 12 комбинации,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,details,v96 active_plan_combinations=12,v96 active_plan_combinations=12,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,check,v96_add_draw_snapshot_uses_10_80,Моментното състояние на v96 използва диапазона 10–80,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,details,v96 active_plan_cost_eur=10.8,v96 active_plan_cost_eur=10.8,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,check,v97_lifecycle_plan_uses_12_lines,Планът на жизнения цикъл v97 използва 12 комбинации,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,details,v97 combination_count=12,v97 combination_count=12,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,check,v97_lifecycle_plan_uses_10_80,Планът на жизнения цикъл v97 използва диапазона 10–80,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,details,v97 cost_eur=10.8,v97 cost_eur=10.8,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,check,add_draw_info_label_is_generic_pack_label,Информационното наименование при добавяне на тираж е общо за пакета,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,details,Add Draw reads active_plan_label_bg instead of hard-coded budget-plan text.,Страницата за добавяне на тираж използва динамичното българско наименование на активния план вместо вграден текст.,False,,,True
models/v117_1/add_draw_ticket_pack_price_sync_status.json,status,ADD_DRAW_TICKET_PACK_PRICE_SYNC_READY,Добави тираж фиш пакет цена синхронизация готов,False,,,True
models/v118/model_system_ticket_builder_status.json,status,MODEL_SYSTEM_TICKET_BUILDER_READY,Системният модул за моделни фишове е готов,False,,,True
models/v120_post_bst_model_data_refresh_status.json,status,MODEL_DATA_SYNCED,Моделните данни са синхронизирани,False,,,True
models/v120_post_bst_model_data_refresh_status.json,reason,"A new official draw updates the model dataset layer, but heavy ML retraining remains a deliberate manual step.","Нов официален тираж обновява слоя с моделни данни, но тежкото преобучение на моделите остава съзнателна ръчна стъпка.",False,,,True
models/v120_post_bst_model_data_refresh_status.json,message,Step 120 refreshes model datasets after БСТ sync. Heavy ML retraining remains manual.,Етап 120 обновява моделните данни след синхронизация с БСТ. Тежкото преобучение на моделите остава ръчно.,False,,,True
models/v122_unified_official_draw_freshness_status.json,label,Официална история,Официална история,False,,,True
models/v122_unified_official_draw_freshness_status.json,status,synced,Синхронизирано,False,,,True
models/v122_unified_official_draw_freshness_status.json,message,Синхронизиран с официалния последен тираж.,Синхронизиран с официалния последен тираж.,False,,,True
