file,line,widget,source_text,bulgarian_display,technical_only,unexpected_ascii_words,forbidden_tokens,pass
src/post_bst_model_data_refresh_section.py,20,title,Обновяване на моделни данни,Обновяване на моделни данни,False,,,True
src/post_bst_model_data_refresh_section.py,21,caption,"Step 120 — синхронизира официалната БСТ prize history към historical/canonical dataset слоя, за да работят анализите върху последните официални тиражи.","синхронизира официалната БСТ историята на печалбите към историческия/каноничния слоя с данни, за да работят анализите върху последните официални тиражи.",False,,,True
src/post_bst_model_data_refresh_section.py,26,info,Тази стъпка НЕ retrain-ва тежките ML модели автоматично. Тя обновява dataset слоя. Пълното retraining решение остава ръчно и осъзнато.,Тази стъпка НЕ преобучава тежките ML модели автоматично. Тя обновява слоя с данни. Пълното преобучение решение остава ръчно и осъзнато.,False,,,True
src/post_bst_model_data_refresh_section.py,33,markdown,### Текущ статус,### Текущ статус,False,,,True
src/post_bst_model_data_refresh_section.py,35,metric,Статус,Статус,False,,,True
src/post_bst_model_data_refresh_section.py,36,metric,БСТ prize latest,Последни данни за печалбите от БСТ,False,,,True
src/post_bst_model_data_refresh_section.py,37,metric,Historical latest,исторически последен,False,,,True
src/post_bst_model_data_refresh_section.py,38,metric,Canonical latest,каноничен последен,False,,,True
src/post_bst_model_data_refresh_section.py,40,markdown,### Липсващи записи по dataset,### Липсващи записи по данните,False,,,True
src/post_bst_model_data_refresh_section.py,56,markdown,### Действие,### Действие,False,,,True
src/post_bst_model_data_refresh_section.py,57,button,Обнови моделните данни от БСТ prize history,Обнови моделните данни от БСТ историята на печалбите,False,,,True
src/post_bst_model_data_refresh_section.py,76,markdown,### Отчети,### Отчети,False,,,True
src/post_bst_model_data_refresh_section.py,46,success,Няма липсващи записи.,Няма липсващи записи.,False,,,True
src/post_bst_model_data_refresh_section.py,50,success,Няма липсващи записи.,Няма липсващи записи.,False,,,True
src/post_bst_model_data_refresh_section.py,54,success,Няма липсващи записи.,Няма липсващи записи.,False,,,True
src/post_bst_model_data_refresh_section.py,58,spinner,Синхронизирам historical/v40/v41 dataset слоя...,Синхронизирам исторически/v40/v41 слоя с данни...,False,,,True
src/post_bst_model_data_refresh_section.py,78,expander,Step 120 summary,Обобщение на обновяването на данните,False,,,True
src/post_bst_model_data_refresh_section.py,82,expander,Step 120 checklist,Контролен списък за обновяването на данните,False,,,True
src/post_bst_model_data_refresh_section.py,65,write,Добавени записи:,Добавени записи:,False,,,True
src/post_bst_model_data_refresh_section.py,69,write,Обновени записи:,Обновени записи:,False,,,True
src/post_bst_model_data_refresh_section.py,72,warning,ML retraining не е изпълнен автоматично. Това е само dataset refresh.,преобучение на моделите не е изпълнен автоматично. Това е само обновяване на данните.,False,,,True
src/post_bst_model_data_refresh_section.py,86,warning,Checklist CSV не може да бъде прочетен.,Контролният CSV файл не може да бъде прочетен.,False,,,True
src/r_statistical_features_integration_section.py,26,title,R feature интеграция,Интеграция на R характеристики,False,,,True
src/r_statistical_features_integration_section.py,27,caption,"Step 121 — превръща R статистическите отчети в Python-readable features, R-blended number scores и контролиран ticket pack.","превръща R статистическите отчети в четими от Python характеристики, оценки на числата, смесени с R и контролиран пакет с комбинации.",False,,,True
src/r_statistical_features_integration_section.py,32,info,"Тази стъпка не retrain-ва тежките ML модели. Тя интегрира R като feature/scoring слой, който може да подпомага избора на числа и бъдещи моделни решения.","Тази стъпка не преобучава тежките ML модели. Тя интегрира R като характеристика/оценяване слой, който може да подпомага избора на числа и бъдещи моделни решения.",False,,,True
src/r_statistical_features_integration_section.py,59,markdown,### R-blended number scores,"### Оценки на числата, смесени с R",False,,,True
src/r_statistical_features_integration_section.py,66,markdown,### R feature ticket pack,### Пакет с комбинации от R характеристики,False,,,True
src/r_statistical_features_integration_section.py,73,markdown,### Output files,### Създадени файлове,False,,,True
src/r_statistical_features_integration_section.py,40,button,Генерирай R features,Генерирай R характеристики,False,,,True
src/r_statistical_features_integration_section.py,50,button,Генерирай R ticket pack,Генерирай пакет с комбинации от R,False,,,True
src/r_statistical_features_integration_section.py,62,warning,Още няма генерирани R blended scores.,"Все още няма генерирани оценки, смесени с R.",False,,,True
src/r_statistical_features_integration_section.py,69,warning,Още няма генериран R ticket pack.,Все още няма генериран пакет с комбинации от R.,False,,,True
src/r_statistical_features_integration_section.py,85,expander,Step 121 summary,Обобщение на R характеристиките,False,,,True
src/r_statistical_features_integration_section.py,41,spinner,Чета reports/r и генерирам feature таблици...,Чета файловете в `reports/r` и генерирам таблици с характеристики...,True,,,True
src/r_statistical_features_integration_section.py,51,spinner,Генерирам R-blended ticket pack...,Генерирам смесен с R пакет с комбинации...,False,,,True
src/r_statistical_features_integration_section.py,44,success,R feature таблиците са генерирани.,Таблиците с R характеристики са генерирани.,False,,,True
src/r_statistical_layer_section.py,57,title,R статистически слой,R статистически слой,False,,,True
src/r_statistical_layer_section.py,58,caption,"Независим R слой за статистическа проверка: честоти, gaps, разпределения, двойки и Monte Carlo baseline. Страницата чете готовите файлове от reports/r.","Независим R слой за статистическа проверка: честоти, интервали, разпределения, двойки и Монте Карло базов модел. Страницата чете готовите файлове от reports/r.",True,,,True
src/r_statistical_layer_section.py,63,info,"R не прави лотарията предвидима. Той служи като независима проверка, диагностика на данните и контролен статистически слой към Python моделите.","R не прави лотарията предвидима. Той служи като независима проверка, диагностика на данните и контролен статистически слой към Python моделите.",True,,,True
src/r_statistical_layer_section.py,74,subheader,Ключови графики,Ключови графики,False,,,True
src/r_statistical_layer_section.py,86,subheader,CSV отчети,Отчети във формат CSV,False,,,True
src/r_statistical_layer_section.py,69,subheader,Обобщение,Обобщение,False,,,True
src/r_statistical_layer_section.py,84,warning,Не са намерени R PNG графики в `reports/r/plots/`.,Не са намерени R PNG графики в `reports/r/plots/`.,True,,,True
src/strategy_lab_section.py,24,title,Стратегическа лаборатория,Стратегическа лаборатория,False,,,True
src/strategy_lab_section.py,26,caption,"Тази страница обяснява как да се мисли за 6/49 чрез математика, исторически сигнали, баланс и дисциплина.","Тази страница обяснява как да се мисли за 6/49 чрез математика, исторически сигнали, баланс и дисциплина.",False,,,True
src/strategy_lab_section.py,31,warning,"Важно: нито една стратегия не може да гарантира печалба. Лотарийните тегления са случайни. Целта тук е по-добър анализ, не обещание.","Важно: нито една стратегия не може да гарантира печалба. Лотарийните тегления са случайни. Целта тук е по-добър анализ, не обещание.",False,,,True
src/strategy_lab_section.py,53,metric,Възможни комбинации,Възможни комбинации,False,,,True
src/strategy_lab_section.py,54,metric,Числа в играта,Числа в играта,False,,,True
src/strategy_lab_section.py,55,metric,Избират се,Избират се,False,,,True
src/strategy_lab_section.py,57,info,"При честно теглене всяка единична комбинация има еднакъв шанс. Затова апът не твърди, че знае бъдещето. Той търси сигнали в историята и избира по-дисциплинирани фишове.","При честно теглене всяка единична комбинация има еднакъв шанс. Затова апът не твърди, че знае бъдещето. Той търси сигнали в историята и избира по-дисциплинирани фишове.",False,,,True
src/strategy_lab_section.py,92,success,Най-добрият подход е комбинация: исторически сигнали + баланс + backtest + отговорна игра.,Най-добрият подход е комбинация: исторически сигнали + баланс + историческа проверка + отговорна игра.,False,,,True
src/strategy_lab_section.py,120,metric,Гонене на загуби,Гонене на загуби,False,,,True
src/strategy_lab_section.py,121,metric,Фиксиран лимит,Фиксиран лимит,False,,,True
src/strategy_lab_section.py,122,metric,Гаранция,Гаранция,False,,,True
src/strategy_lab_section.py,124,markdown,"Най-здравият подход е да се играе само с предварително определен бюджет, без удвояване и без гонене на загуби. Апът помага за по-структуриран избор, не за по-голям риск.","Най-здравият подход е да се играе само с предварително определен бюджет, без удвояване и без гонене на загуби. Апът помага за по-структуриран избор, не за по-голям риск.",False,,,True
src/strategy_lab_section.py,135,markdown,"\n1. Данните се проверяват и подреждат хронологично.  \n2. За всяко число се изчисляват отделни исторически сигнали.  \n3. Моделите се сравняват срещу базови и случайни подходи.  \n4. Комбинациите се филтрират за баланс, сума, поредни числа и припокриване.  \n5. Крайният резултат е обяснима комбинация, не гарантирано печелившо число.\n","\n1. Данните се проверяват и подреждат хронологично. \n2. За всяко число се изчисляват отделни исторически сигнали. \n3. Моделите се сравняват срещу базови и случайни подходи. \n4. Комбинациите се филтрират за баланс, сума, поредни числа и припокриване. \n5. Крайният резултат е обяснима комбинация, не гарантирано печелившо число.\n",False,,,True
src/strategy_lab_section.py,145,success,"Идеята е app-ът да бъде честен статистически помощник: да показва как е избрал, какво е тествал и какви са ограниченията.","Идеята е приложението да бъде честен статистически помощник: да показва как е избрал, какво е тествал и какви са ограниченията.",False,,,True
src/ticket_builder_section.py,482,markdown,---,---,False,,,True
src/v100_final_release_lock_section.py,107,title,Финално заключване,Финално заключване,False,,,True
src/v100_final_release_lock_section.py,108,caption,"Контролен екран: активен план, добавяне на тираж, история, финално табло и синхрон на данните.","Контролен екран: активен план, добавяне на тираж, история, финално табло и синхрон на данните.",False,,,True
src/v100_final_release_lock_section.py,111,button,Обнови финалното заключване,Обнови финалното заключване,False,,,True
src/v100_final_release_lock_section.py,124,metric,Статус,Статус,False,,,True
src/v100_final_release_lock_section.py,125,metric,План,План,False,,,True
src/v100_final_release_lock_section.py,126,metric,Комбинации,Комбинации,False,,,True
src/v100_final_release_lock_section.py,127,metric,Цена,Цена,False,,,True
src/v100_final_release_lock_section.py,128,metric,Редове в данните,Редове в данните,False,,,True
src/v100_final_release_lock_section.py,131,metric,Преди запис,Преди запис,False,,,True
src/v100_final_release_lock_section.py,132,metric,Реален цикъл,Реален цикъл,False,,,True
src/v100_final_release_lock_section.py,133,metric,История,История,False,,,True
src/v100_final_release_lock_section.py,134,metric,Табло,Табло,False,,,True
src/v100_final_release_lock_section.py,137,error,Има блокиращи проверки. Прегледай checklist-а преди финален release.,Има блокиращи проверки. Прегледай контролния списък преди финален издание.,False,,,True
src/v100_final_release_lock_section.py,141,success,V1 workflow е заключен като готов за следващ реален тираж.,V1 работен процес е заключен като готов за следващ реален тираж.,False,,,True
src/v100_final_release_lock_section.py,182,markdown,"Това е контролен екран. Той не генерира числа, не обучава модел и не променя прогнозната логика.","Това е контролен екран. Той не генерира числа, не обучава модел и не променя прогнозната логика.",False,,,True
src/v100_final_release_lock_section.py,151,download_button,Свали checklist CSV,Свали контролен списък CSV,False,,,True
src/v100_final_release_lock_section.py,158,info,Няма checklist данни.,Няма контролен списък данни.,False,,,True
src/v100_final_release_lock_section.py,170,download_button,Свали manifest CSV,Свали опис на файловете CSV,False,,,True
src/v100_final_release_lock_section.py,177,info,Няма manifest данни.,Няма опис на файловете данни.,False,,,True
src/v101_real_use_protocol_section.py,100,title,Протокол за реална употреба,Протокол за реална употреба,False,,,True
src/v101_real_use_protocol_section.py,101,caption,"Практически протокол след заключен план. Без нови модели, без промяна на математиката, без нови числа.","Практически протокол след заключен план. Без нови модели, без промяна на математиката, без нови числа.",False,,,True
src/v101_real_use_protocol_section.py,104,button,Обнови протокола,Обнови протокола,False,,,True
src/v101_real_use_protocol_section.py,128,metric,Финално заключване,Финално заключване,False,,,True
src/v101_real_use_protocol_section.py,129,metric,План,План,False,,,True
src/v101_real_use_protocol_section.py,130,metric,Комбинации,Комбинации,False,,,True
src/v101_real_use_protocol_section.py,131,metric,Цена,Цена,False,,,True
src/v101_real_use_protocol_section.py,134,metric,Редове в данните,Редове в данните,False,,,True
src/v101_real_use_protocol_section.py,135,metric,Последен тираж,Последен тираж,False,,,True
src/v101_real_use_protocol_section.py,136,metric,Последни числа,Последни числа,False,,,True
src/v101_real_use_protocol_section.py,138,subheader,Ред за реална употреба,Ред за реална употреба,False,,,True
src/v101_real_use_protocol_section.py,152,subheader,Контролен checklist,Контролен списък,False,,,True
src/v101_real_use_protocol_section.py,164,subheader,Заключен обхват,Заключен обхват,False,,,True
src/v101_real_use_protocol_section.py,142,download_button,Изтегли протокола CSV,Изтегли протокола CSV,False,,,True
src/v101_real_use_protocol_section.py,150,info,Няма записани protocol стъпки.,Няма записани протокол стъпки.,False,,,True
src/v101_real_use_protocol_section.py,156,download_button,Изтегли checklist CSV,Изтегли контролен списък CSV,False,,,True
src/v101_real_use_protocol_section.py,168,error,Има блокиращи проверки. Прегледай checklist-а преди реална употреба.,Има блокиращи проверки. Прегледай контролния списък преди реална употреба.,False,,,True
src/v101_real_use_protocol_section.py,170,success,Протоколът е готов: чака се следващият реален тираж.,Протоколът е готов: чака се следващият реален тираж.,False,,,True
src/v102_runtime_hardening_section.py,11,title,Защита при обновяване,Защита при обновяване,False,,,True
src/v102_runtime_hardening_section.py,12,caption,"Контролна страница за бързото обновяване след реален тираж, timeout защитата и отделянето на тежките лабораторни процеси от стандартния поток.","Контролна страница за бързото обновяване след реален тираж, Време за изчакване защитата и отделянето на тежките лабораторни процеси от стандартния поток.",False,,,True
src/v102_runtime_hardening_section.py,17,button,Обнови проверката,Обнови проверката,False,,,True
src/v102_runtime_hardening_section.py,24,metric,Статус,Статус,False,,,True
src/v102_runtime_hardening_section.py,25,metric,Проблеми за преглед,Проблеми за преглед,False,,,True
src/v102_runtime_hardening_section.py,26,metric,Default timeout,Стандартно време за изчакване,False,,,True
src/v102_runtime_hardening_section.py,27,metric,Само ръчно,Само ръчно,False,,,True
src/v102_runtime_hardening_section.py,29,markdown,### Какво прави тази защита,### Какво прави тази защита,False,,,True
src/v102_runtime_hardening_section.py,47,warning,Тази страница не променя математиката на моделите. Тя защитава runtime поведението на app-а и намалява риска от забиване при обновяване.,Тази страница не променя математиката на моделите. Тя защитава поведението на приложението на приложението и намалява риска от забиване при обновяване.,False,,,True
src/v102_runtime_hardening_section.py,19,success,Проверката е обновена.,Проверката е обновена.,False,,,True
src/v102_runtime_hardening_section.py,35,markdown,### Проверки,### Проверки,False,,,True
src/v102_runtime_hardening_section.py,41,markdown,"### Тежки процеси, оставени за ръчно пускане","### Тежки процеси, оставени за ръчно пускане",False,,,True
src/v103_clean_release_checkpoint_section.py,18,title,Чист архив на проекта,Чист архив на проекта,False,,,True
src/v103_clean_release_checkpoint_section.py,19,caption,"Контрол за чист release ZIP без .git, cache, helper patch файлове и nested ZIP артефакти.","Контрол за чист ZIP архив без .git, кеш, помощни поправки файлове и вложени ZIP артефакти.",False,,,True
src/v103_clean_release_checkpoint_section.py,26,metric,Статус,Статус,False,,,True
src/v103_clean_release_checkpoint_section.py,27,metric,Tracked файлове,Проследявани файлове,False,,,True
src/v103_clean_release_checkpoint_section.py,28,metric,Проблеми за преглед,Проблеми за преглед,False,,,True
src/v103_clean_release_checkpoint_section.py,37,subheader,Команда за терминала,Команда за терминала,False,,,True
src/v103_clean_release_checkpoint_section.py,40,button,Създай clean ZIP checkpoint,Създай чист ZIP архив,False,,,True
src/v103_clean_release_checkpoint_section.py,50,subheader,Проверки,Проверки,False,,,True
src/v103_clean_release_checkpoint_section.py,32,warning,"Има незаписани промени. Първо commit/push, после създай чист архив.","Има незаписани промени. Първо запис и качване в Git, после създай чист архив.",False,,,True
src/v103_clean_release_checkpoint_section.py,35,success,Няма незаписани промени. Можеш да създадеш чист архив.,Няма незаписани промени. Можеш да създадеш чист архив.,False,,,True
src/v103_clean_release_checkpoint_section.py,55,subheader,Forbidden tracked preview,Забранени проследявани предварителен преглед,False,,,True
src/v103_clean_release_checkpoint_section.py,46,success,Clean ZIP checkpoint е създаден с актуален metadata report вътре в архива.,Чистият ZIP архив е създаден с актуален отчет с метаданни.,False,,,True
src/v104_final_audit_refresh_section.py,11,title,Финална проверка на проекта,Финална проверка на проекта,False,,,True
src/v104_final_audit_refresh_section.py,12,caption,Актуален release audit след runtime hardening и clean ZIP checkpoint слоя.,Актуална проверка на изданието след защитата на работната среда и слоя за чист ZIP архив.,False,,,True
src/v104_final_audit_refresh_section.py,18,metric,Статус,Статус,False,,,True
src/v104_final_audit_refresh_section.py,19,metric,Проблеми за преглед,Проблеми за преглед,False,,,True
src/v104_final_audit_refresh_section.py,20,metric,Редове в данните,Редове в данните,False,,,True
src/v104_final_audit_refresh_section.py,21,metric,Последен тираж,Последен тираж,False,,,True
src/v104_final_audit_refresh_section.py,28,subheader,Проверки,Проверки,False,,,True
src/v104_final_audit_refresh_section.py,31,subheader,Статуси на финалните слоеве,Статуси на финалните слоеве,False,,,True
src/v104_final_audit_refresh_section.py,24,success,Финалният одит е актуален и няма блокиращи проблеми.,Финалният одит е актуален и няма блокиращи проблеми.,False,,,True
src/v104_final_audit_refresh_section.py,26,warning,"Има проверки, които искат внимание.","Има проверки, които искат внимание.",False,,,True
src/v104_final_audit_refresh_section.py,36,subheader,Encoding markers,Проблеми с кодирането,False,,,True
src/v107_model_training_policy_section.py,11,title,Политика за обучение,Политика за обучение,False,,,True
src/v107_model_training_policy_section.py,12,caption,Тази страница показва дали има смисъл от ново обучение на моделите. След единичен нов тираж обикновено обновяваме само отчетите и дневника.,Тази страница показва дали има смисъл от ново обучение на моделите. След единичен нов тираж обикновено обновяваме само отчетите и дневника.,False,,,True
