source_file,source_key,bulgarian_label,technical_hidden_by_default,unexpected_ascii_words,forbidden_tokens,pass
models/lottery_advanced_ensemble_model.json,model_version,Модел или метод,False,,,True
models/lottery_advanced_ensemble_model.json,training_draws,Обучаващи тиражи,False,,,True
models/lottery_advanced_ensemble_model.json,weights,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,pair_significance,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,triple_significance,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,structure_balance,Структура баланс,False,,,True
models/lottery_advanced_ensemble_model.json,human_pattern_avoidance,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,important_note,Обяснение,False,,,True
models/lottery_advanced_ensemble_model.json,theoretical_jackpot_odds,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,fairness_test,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,draw_count,Тираж брой,True,,,True
models/lottery_advanced_ensemble_model.json,expected_count_per_number,Очакван брой за число,False,,,True
models/lottery_advanced_ensemble_model.json,chi_square,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,degrees_of_freedom,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,p_value,p-стойност,True,,,True
models/lottery_advanced_ensemble_model.json,max_abs_z_number,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,max_abs_z,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,interpretation,Обяснение,False,,,True
models/lottery_advanced_ensemble_model.json,number_z_scores,Число z оценки,False,,,True
models/lottery_advanced_ensemble_model.json,7,7,False,,,True
models/lottery_advanced_ensemble_model.json,8,8,False,,,True
models/lottery_advanced_ensemble_model.json,9,9,False,,,True
models/lottery_advanced_ensemble_model.json,10,10,False,,,True
models/lottery_advanced_ensemble_model.json,11,11,False,,,True
models/lottery_advanced_ensemble_model.json,12,12,False,,,True
models/lottery_advanced_ensemble_model.json,13,13,False,,,True
models/lottery_advanced_ensemble_model.json,14,14,False,,,True
models/lottery_advanced_ensemble_model.json,15,15,False,,,True
models/lottery_advanced_ensemble_model.json,16,16,False,,,True
models/lottery_advanced_ensemble_model.json,17,17,False,,,True
models/lottery_advanced_ensemble_model.json,18,18,False,,,True
models/lottery_advanced_ensemble_model.json,19,19,False,,,True
models/lottery_advanced_ensemble_model.json,20,20,False,,,True
models/lottery_advanced_ensemble_model.json,21,21,False,,,True
models/lottery_advanced_ensemble_model.json,22,22,False,,,True
models/lottery_advanced_ensemble_model.json,23,23,False,,,True
models/lottery_advanced_ensemble_model.json,24,24,False,,,True
models/lottery_advanced_ensemble_model.json,25,25,False,,,True
models/lottery_advanced_ensemble_model.json,26,26,False,,,True
models/lottery_advanced_ensemble_model.json,27,27,False,,,True
models/lottery_advanced_ensemble_model.json,28,28,False,,,True
models/lottery_advanced_ensemble_model.json,29,29,False,,,True
models/lottery_advanced_ensemble_model.json,30,30,False,,,True
models/lottery_advanced_ensemble_model.json,31,31,False,,,True
models/lottery_advanced_ensemble_model.json,32,32,False,,,True
models/lottery_advanced_ensemble_model.json,33,33,False,,,True
models/lottery_advanced_ensemble_model.json,34,34,False,,,True
models/lottery_advanced_ensemble_model.json,35,35,False,,,True
models/lottery_advanced_ensemble_model.json,36,36,False,,,True
models/lottery_advanced_ensemble_model.json,37,37,False,,,True
models/lottery_advanced_ensemble_model.json,38,38,False,,,True
models/lottery_advanced_ensemble_model.json,39,39,False,,,True
models/lottery_advanced_ensemble_model.json,40,40,False,,,True
models/lottery_advanced_ensemble_model.json,41,41,False,,,True
models/lottery_advanced_ensemble_model.json,42,42,False,,,True
models/lottery_advanced_ensemble_model.json,43,43,False,,,True
models/lottery_advanced_ensemble_model.json,44,44,False,,,True
models/lottery_advanced_ensemble_model.json,45,45,False,,,True
models/lottery_advanced_ensemble_model.json,46,46,False,,,True
models/lottery_advanced_ensemble_model.json,47,47,False,,,True
models/lottery_advanced_ensemble_model.json,48,48,False,,,True
models/lottery_advanced_ensemble_model.json,49,49,False,,,True
models/lottery_advanced_ensemble_model.json,top_number_scores,Водещ число оценки,False,,,True
models/lottery_advanced_ensemble_model.json,number,Число,False,,,True
models/lottery_advanced_ensemble_model.json,count,Брой,False,,,True
models/lottery_advanced_ensemble_model.json,empirical_probability,Оценка,False,,,True
models/lottery_advanced_ensemble_model.json,expected_probability,Очакван вероятност,False,,,True
models/lottery_advanced_ensemble_model.json,z_score,Z оценка,False,,,True
models/lottery_advanced_ensemble_model.json,time_decay_probability,Дата и час,False,,,True
models/lottery_advanced_ensemble_model.json,bayesian_posterior_probability,Оценка,False,,,True
models/lottery_advanced_ensemble_model.json,current_gap,Текущ интервал,False,,,True
models/lottery_advanced_ensemble_model.json,average_interval,Среден интервал,False,,,True
models/lottery_advanced_ensemble_model.json,gap_ratio,Коефициент на интервала,False,,,True
models/lottery_advanced_ensemble_model.json,time_decay_score,Дата и час,False,,,True
models/lottery_advanced_ensemble_model.json,bayesian_score,Оценка,False,,,True
models/lottery_advanced_ensemble_model.json,gap_score,Интервал оценка,False,,,True
models/lottery_advanced_ensemble_model.json,frequency_stability_score,Честотен устойчивост оценка,False,,,True
models/lottery_advanced_ensemble_model.json,advanced_number_score,Оценка,False,,,True
models/lottery_advanced_ensemble_model.json,top_pair_significance,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,pair,Двойка,False,,,True
models/lottery_advanced_ensemble_model.json,expected,Очакван,False,,,True
models/lottery_advanced_ensemble_model.json,support_score,Подкрепа оценка,False,,,True
models/lottery_advanced_ensemble_model.json,top_triple_significance,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,triple,Тройка,False,,,True
models/lottery_advanced_ensemble_model.json,recommended_combinations,Препоръчано комбинации,False,,,True
models/lottery_advanced_ensemble_model.json,final_score,Крайна оценка,False,,,True
models/lottery_advanced_ensemble_model.json,confidence_score,Доверие оценка,False,,,True
models/lottery_advanced_ensemble_model.json,sub_scores,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,pair_significance_score,Оценка,False,,,True
models/lottery_advanced_ensemble_model.json,triple_significance_score,Оценка,False,,,True
models/lottery_advanced_ensemble_model.json,structure_balance_score,Структура баланс оценка,False,,,True
models/lottery_advanced_ensemble_model.json,human_pattern_avoidance_score,Оценка,False,,,True
models/lottery_advanced_ensemble_model.json,structure_details,Структура подробности,False,,,True
models/lottery_advanced_ensemble_model.json,sum_score,Сума оценка,False,,,True
models/lottery_advanced_ensemble_model.json,odd_even_score,Нечетни четни оценка,False,,,True
models/lottery_advanced_ensemble_model.json,low_high_score,Ниски високи оценка,False,,,True
models/lottery_advanced_ensemble_model.json,consecutive_score,Последователни оценка,False,,,True
models/lottery_advanced_ensemble_model.json,human_pattern_details,Обяснение,False,,,True
models/lottery_advanced_ensemble_model.json,penalties,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,sum,Сума,False,,,True
models/lottery_advanced_ensemble_model.json,odd_count,Нечетни числа,False,,,True
models/lottery_advanced_ensemble_model.json,even_count,Четни числа,False,,,True
models/lottery_advanced_ensemble_model.json,consecutive_pairs,Последователни двойки,False,,,True
models/lottery_advanced_ensemble_model.json,spread,Разпределение,False,,,True
models/lottery_advanced_ensemble_model.json,birthdate_range_count,Брой,False,,,True
models/lottery_advanced_ensemble_model.json,relative_rank,Относителен класиране,False,,,True
models/lottery_advanced_ensemble_model.json,relative_top_percent,Относителен водещ %,False,,,True
models/lottery_advanced_ensemble_model.json,relative_model_probability,Относителен модел вероятност,False,,,True
models/lottery_advanced_ensemble_model.json,portfolio_recommendations,Показател,False,,,True
models/lottery_advanced_ensemble_model.json,portfolio_reason,Портфейл причина,False,,,True
models/lottery_cold_model.json,method,Метод,False,,,True
models/lottery_cold_model.json,warning,Предупреждение,False,,,True
models/lottery_cold_model.json,deficit_weight,Показател,False,,,True
models/lottery_cold_model.json,gap_weight,Интервал тегло,False,,,True
models/lottery_cold_model.json,recent_cold_weight,Последни неактивни тегло,False,,,True
models/lottery_cold_model.json,recommended_ticket,Препоръчано фиш,False,,,True
models/lottery_cold_model.json,scored_numbers,Показател,False,,,True
models/lottery_cold_model.json,times_drawn,Показател,False,,,True
models/lottery_cold_model.json,theoretical_probability,Оценка,False,,,True
models/lottery_cold_model.json,deficit_probability,Оценка,False,,,True
models/lottery_cold_model.json,deficit_score,Оценка,False,,,True
models/lottery_cold_model.json,recent_count,Последни брой,False,,,True
models/lottery_cold_model.json,recent_probability,Последни вероятност,False,,,True
models/lottery_cold_model.json,recent_cold_score,Последни неактивни оценка,False,,,True
models/lottery_cold_model.json,recency_gap,Скорошна активност интервал,False,,,True
models/lottery_cold_model.json,cold_status,Неактивни статус,False,,,True
models/lottery_cold_model.json,cold_model_score,Неактивни модел оценка,False,,,True
models/lottery_combined_model.json,hot,Активни,False,,,True
models/lottery_combined_model.json,cold,Неактивни,False,,,True
models/lottery_combined_model.json,middle,Показател,False,,,True
models/lottery_combined_model.json,rolling,Показател,False,,,True
models/lottery_combined_model.json,theoretical_jackpot_probability,Оценка,False,,,True
models/lottery_combined_model.json,hot_score,Активни оценка,False,,,True
models/lottery_combined_model.json,cold_score,Неактивни оценка,False,,,True
models/lottery_combined_model.json,middle_score,Оценка,False,,,True
models/lottery_combined_model.json,gap_probability_score,Интервал вероятност оценка,False,,,True
models/lottery_combined_model.json,pair_score,Двойка оценка,False,,,True
models/lottery_combined_model.json,triple_score,Тройка оценка,False,,,True
models/lottery_combined_model.json,structure_score,Оценка на структурата,False,,,True
models/lottery_combined_model.json,rolling_window_score,Оценка,False,,,True
models/lottery_combined_model.json,low_count,Ниски числа,False,,,True
models/lottery_combined_model.json,high_count,Високи числа,False,,,True
models/lottery_combined_model.json,used_decade_buckets,Показател,False,,,True
models/lottery_combined_model.json,max_bucket_count,Най-висок група брой,False,,,True
models/lottery_combined_model.json,max_same_last_digit_count,Брой,False,,,True
models/lottery_combined_model.json,even_odd_score,Четни нечетни оценка,False,,,True
models/lottery_combined_model.json,bucket_score,Група оценка,False,,,True
models/lottery_combined_model.json,last_digit_score,Оценка,False,,,True
models/lottery_combined_model.json,pair_details,Двойка подробности,False,,,True
models/lottery_combined_model.json,pair_total_support,Двойка общо подкрепа,False,,,True
models/lottery_combined_model.json,pair_average_support,Двойка средно подкрепа,False,,,True
models/lottery_combined_model.json,strong_pairs,Силни двойки,False,,,True
models/lottery_combined_model.json,triple_details,Тройка подробности,False,,,True
models/lottery_combined_model.json,triple_total_support,Тройка общо подкрепа,False,,,True
models/lottery_combined_model.json,strong_triples,Силни тройки,False,,,True
models/lottery_combined_model.json,rolling_details,Обяснение,False,,,True
models/lottery_combined_model.json,rolling_score,Оценка,False,,,True
models/lottery_combined_model.json,average_recent_frequency,Средно последни честотен,False,,,True
models/lottery_frequency_model.json,total_numbers,Общо числа,False,,,True
models/lottery_frequency_model.json,historical_frequency,Исторически честотен,False,,,True
models/lottery_frequency_model.json,recent_frequency,Последни честотен,False,,,True
models/lottery_frequency_model.json,method_note,Метод бележка,False,,,True
models/lottery_frequency_model.json,recent_times_drawn,Показател,False,,,True
models/lottery_frequency_model.json,difference_from_theoretical,Оценка,False,,,True
models/lottery_frequency_model.json,status,Статус,False,,,True
models/lottery_frequency_model.json,frequency_ratio,Коефициент на честотата,False,,,True
models/lottery_frequency_model.json,recent_ratio,Последни коефициент,False,,,True
models/lottery_frequency_model.json,model_score,Модел оценка,False,,,True
models/lottery_gap_model.json,baseline_next_draw_probability,Базов модел следващ тираж вероятност,True,,,True
models/lottery_gap_model.json,appearances,Появявания,False,,,True
models/lottery_gap_model.json,baseline_probability,Базов модел вероятност,False,,,True
models/lottery_gap_model.json,next_interval_distance,Показател,False,,,True
models/lottery_gap_model.json,median_interval,Медианен интервал,False,,,True
models/lottery_gap_model.json,min_interval,Минимален интервал,False,,,True
models/lottery_gap_model.json,max_interval,Най-висок интервал,False,,,True
models/lottery_gap_model.json,interval_hazard_probability,Оценка,False,,,True
models/lottery_gap_model.json,interval_at_risk_count,Интервал на риск брой,False,,,True
models/lottery_gap_model.json,interval_hit_count,Интервал попадение брой,False,,,True
models/lottery_gap_model.json,gap_pressure_probability,Оценка,False,,,True
models/lottery_gap_model.json,combined_next_probability,Комбиниран следващ вероятност,False,,,True
models/lottery_gap_model.json,interval_status,Интервал статус,False,,,True
models/lottery_middle_model.json,closeness_weight,Близост тегло,False,,,True
models/lottery_middle_model.json,gap_balance_weight,Интервал баланс тегло,False,,,True
models/lottery_middle_model.json,recent_balance_weight,Последни баланс тегло,False,,,True
models/lottery_middle_model.json,absolute_difference_from_theoretical,Оценка,False,,,True
models/lottery_middle_model.json,expected_gap,Очакван интервал,False,,,True
models/lottery_middle_model.json,empirical_balance_score,Оценка,False,,,True
models/lottery_middle_model.json,recent_balance_score,Последни баланс оценка,False,,,True
models/lottery_middle_model.json,gap_balance_score,Интервал баланс оценка,False,,,True
models/lottery_middle_model.json,middle_status,Състояние,False,,,True
models/lottery_middle_model.json,middle_model_score,Модел или метод,False,,,True
models/lottery_ml_extensions_model.json,backtest_summary,Историческа проверка обобщение,False,,,True
models/lottery_ml_extensions_model.json,average_matches,Средно съвпадения,False,,,True
models/lottery_ml_extensions_model.json,distribution,Разпределение,False,,,True
models/lottery_ml_extensions_model.json,hit_rate_ge_2,Оценка,False,,,True
models/lottery_ml_extensions_model.json,hit_rate_ge_3,Оценка,False,,,True
models/lottery_ml_extensions_model.json,classifier,Показател,False,,,True
models/lottery_ml_extensions_model.json,centroids,Показател,False,,,True
models/lottery_ml_extensions_model.json,нормален статистически фиш,Нормален статистически фиш,False,,,True
models/lottery_ml_extensions_model.json,силен статистически фиш,Силен статистически фиш,False,,,True
models/lottery_ml_extensions_model.json,слаб статистически фиш,Слаб статистически фиш,False,,,True
models/lottery_ml_extensions_model.json,classes,Показател,False,,,True
models/lottery_ml_extensions_model.json,feature_means,Показател,False,,,True
models/lottery_ml_extensions_model.json,cold_gap_score,Неактивни интервал оценка,False,,,True
models/lottery_ml_extensions_model.json,frequency_score,Честотен оценка,False,,,True
models/lottery_ml_extensions_model.json,human_pattern_score,Оценка,False,,,True
models/lottery_ml_extensions_model.json,middle_balance_score,Оценка,False,,,True
models/lottery_ml_extensions_model.json,middle_count,Брой,False,,,True
models/lottery_ml_extensions_model.json,numbers_under_31,Показател,False,,,True
models/lottery_ml_extensions_model.json,span,Обхват,False,,,True
models/lottery_ml_extensions_model.json,feature_names,Показател,False,,,True
models/lottery_ml_extensions_model.json,feature_stds,Показател,False,,,True
models/lottery_ml_extensions_model.json,score_quantiles,Оценка,False,,,True
models/lottery_ml_extensions_model.json,q33,Показател,False,,,True
models/lottery_ml_extensions_model.json,q66,Показател,False,,,True
models/lottery_ml_extensions_model.json,target,Целеви,False,,,True
models/lottery_ml_extensions_model.json,type,Тип,False,,,True
models/lottery_ml_extensions_model.json,cluster_model,Модел или метод,False,,,True
models/lottery_ml_extensions_model.json,cluster_summaries,Показател,False,,,True
models/lottery_ml_extensions_model.json,average_score,Средно оценка,False,,,True
models/lottery_ml_extensions_model.json,avg_cold_gap_score,Средно неактивни интервал оценка,False,,,True
models/lottery_ml_extensions_model.json,avg_frequency_score,Средно честотен оценка,False,,,True
models/lottery_ml_extensions_model.json,avg_human_pattern_score,Оценка,False,,,True
models/lottery_ml_extensions_model.json,avg_structure_score,Средно структура оценка,False,,,True
models/lottery_ml_extensions_model.json,cluster,Показател,False,,,True
models/lottery_ml_extensions_model.json,label,Наименование,False,,,True
models/lottery_ml_extensions_model.json,size,Размер,False,,,True
models/lottery_ml_extensions_model.json,configuration,Конфигурация,False,,,True
models/lottery_ml_extensions_model.json,created_at,Създадено на,False,,,True
models/lottery_ml_extensions_model.json,dimensionality_reduction,Показател,False,,,True
models/lottery_ml_extensions_model.json,components,Показател,False,,,True
models/lottery_ml_extensions_model.json,explained_variance_ratio,Оценка,False,,,True
models/lottery_ml_extensions_model.json,implemented_course_topics,Показател,False,,,True
models/lottery_ml_extensions_model.json,projection_points_sample,Показател,False,,,True
models/lottery_ml_extensions_model.json,score,Оценка,False,,,True
models/lottery_ml_extensions_model.json,x,X,False,,,True
models/lottery_ml_extensions_model.json,y,Y,False,,,True
models/lottery_ml_extensions_model.json,classification,Показател,False,,,True
models/lottery_ml_extensions_model.json,classification_confidence,Показател,False,,,True
models/lottery_ml_extensions_model.json,cluster_label,Показател,False,,,True
models/lottery_ml_extensions_model.json,feature_summary,Характеристика обобщение,False,,,True
models/lottery_ml_extensions_model.json,rank,Класиране,False,,,True
models/lottery_prediction_model.json,historical_check_summary,Исторически проверка обобщение,False,,,True
models/lottery_prediction_model.json,raw_best_strategy,Модел или метод,True,,,True
models/lottery_prediction_model.json,latest_draw_context,Последен тираж контекст,True,,,True
models/lottery_prediction_model.json,latest_draw_number,Последен тираж число,True,,,True
models/lottery_prediction_model.json,latest_draw_position,Последен тираж позиция,True,,,True
models/lottery_prediction_model.json,latest_numbers,Последен числа,False,,,True
models/lottery_prediction_model.json,latest_year,Последен година,False,,,True
models/lottery_prediction_model.json,next_context_note,Следващ контекст бележка,False,,,True
models/lottery_prediction_model.json,methodology,Показател,False,,,True
models/lottery_prediction_model.json,portfolio_predictions,Показател,False,,,True
models/lottery_prediction_model.json,base_model_score,Базова модел оценка,False,,,True
models/lottery_prediction_model.json,анти-човешки шаблон,Анти човешки шаблон,False,,,True
models/lottery_prediction_model.json,баланс,Баланс,False,,,True
models/lottery_prediction_model.json,двойки,Двойки,False,,,True
models/lottery_prediction_model.json,последни тиражи,Последни тиражи,False,,,True
models/lottery_prediction_model.json,структура,Структура,False,,,True
models/lottery_prediction_model.json,студен/интервален сигнал,Студен интервален сигнал,False,,,True
models/lottery_prediction_model.json,тройки,Тройки,False,,,True
models/lottery_prediction_model.json,честотен сигнал,Честотен сигнал,False,,,True
models/lottery_prediction_model.json,portfolio_rank,Портфейл класиране,False,,,True
models/lottery_prediction_model.json,prediction_score,Оценка,False,,,True
models/lottery_prediction_model.json,real_probability_note,Реална вероятност бележка,False,,,True
models/lottery_prediction_model.json,reasons,Причини,False,,,True
models/lottery_prediction_model.json,source_bonus,Източник допълнително,False,,,True
models/lottery_prediction_model.json,stability_bonus,Устойчивост допълнително,False,,,True
models/lottery_prediction_model.json,strategy_bonus,Стратегия допълнително,False,,,True
models/lottery_prediction_model.json,prediction_target,Показател,False,,,True
models/lottery_prediction_model.json,recommended_prediction,Показател,False,,,True
models/model_registry.json,dependency_edges,Показател,False,,,True
models/model_registry.json,description,Описание,False,,,True
models/model_registry.json,from,Спрямо,False,,,True
models/model_registry.json,to,До,False,,,True
models/model_registry.json,models,Показател,False,,,True
models/model_registry.json,category,Категория,False,,,True
models/model_registry.json,datasets,Набори от данни,False,,,True
models/model_registry.json,ensemble_source,Ансамбъл източник,False,,,True
models/model_registry.json,feeds,Източници,False,,,True
models/model_registry.json,inputs,Входове,False,,,True
models/model_registry.json,outputs,Изходи,False,,,True
models/model_registry.json,role,Роля,False,,,True
models/model_registry.json,script,Скрипт,False,,,True
models/model_registry.json,step,Етап,False,,,True
models/model_registry.json,primary_datasets,Основен набори от данни,False,,,True
models/model_registry.json,exists,Наличен,False,,,True
models/model_registry.json,latest_date,Последен дата,False,,,True
models/model_registry.json,latest_draw_no,Последен тираж номер,True,,,True
models/model_registry.json,mtime,Време на промяна,False,,,True
models/model_registry.json,path,Път,False,,,True
models/model_registry.json,rows,Комбинации,False,,,True
models/model_registry.json,summary,Обобщение,False,,,True
models/model_registry.json,all_synced,Показател,False,,,True
models/model_registry.json,dataset_sync,Данни синхронизация,True,,,True
models/model_registry.json,datasets_checked,Показател,False,,,True
models/model_registry.json,datasets_existing,Показател,False,,,True
models/model_registry.json,latest_draw_signatures,Последен тираж контролни подписи,True,,,True
models/model_registry.json,latest_draw_synced,Показател,True,,,True
models/model_registry.json,row_counts,Показател,False,,,True
models/model_registry.json,rows_synced,Брой,False,,,True
models/model_registry.json,ensemble_sources,Ансамбъл източници,False,,,True
models/model_registry.json,generated_at,Генерирано на,False,,,True
models/model_registry.json,generated_reports,Показател,False,,,True
models/model_registry.json,missing_models,Показател,False,,,True
models/model_registry.json,models_checked,Показател,False,,,True
models/model_registry.json,name,Наименование,False,,,True
models/model_registry.json,pipeline_chain,Верига верига,False,,,True
models/model_registry.json,safe_note,Бележка за безопасност,False,,,True
models/model_registry.json,stale_models,Показател,False,,,True
models/model_registry.json,state_hash,Състояние,True,,,True
models/model_registry.json,synced_models,Показател,False,,,True
models/model_registry.json,sync_status,Синхронизация статус,False,,,True
models/model_registry.json,dependencies_present,Зависимости наличен,False,,,True
models/model_registry.json,latest_input_mtime,Последен вход време на промяна,False,,,True
models/model_registry.json,latest_output_mtime,Последна промяна на изхода,False,,,True
models/model_registry.json,missing_inputs,Липсващи входни данни,False,,,True
models/model_registry.json,missing_outputs,Липсващи изходи,False,,,True
models/model_registry.json,outputs_present,Изходи наличен,False,,,True
models/model_registry.json,script_exists,Скрипт наличен,False,,,True
models/model_registry.json,status_rank,Статус класиране,False,,,True
models/v100/v100_final_release_lock_model.json,title_bg,Наименование,False,,,True
models/v100/v100_final_release_lock_model.json,generated_at_utc,Генерирано на,True,,,True
models/v100/v100_final_release_lock_model.json,active_plan,Активен план,False,,,True
models/v100/v100_final_release_lock_model.json,plan_id,План идентификатор,False,,,True
models/v100/v100_final_release_lock_model.json,strategy_type,Тип стратегия,False,,,True
models/v100/v100_final_release_lock_model.json,combination_count,Брой комбинации,False,,,True
models/v100/v100_final_release_lock_model.json,cost_eur,Цена eur,False,,,True
models/v100/v100_final_release_lock_model.json,cost_text,Цена текст,False,,,True
models/v100/v100_final_release_lock_model.json,saved_after_draw_date,Запазено след тиража от,True,,,True
models/v100/v100_final_release_lock_model.json,saved_after_draw_numbers,Запазен след тираж числа,True,,,True
models/v100/v100_final_release_lock_model.json,dataset,Данни,False,,,True
models/v100/v100_final_release_lock_model.json,historical_rows,Исторически комбинации,False,,,True
models/v100/v100_final_release_lock_model.json,normalized_rows,Нормализиран комбинации,False,,,True
models/v100/v100_final_release_lock_model.json,canonical_rows,Каноничен комбинации,False,,,True
